36236,nbiserv,Bethenhausen,2020-11-28T23:55:01.819018Z,197.0889656091687,35.257,49947813.179935805,15214786.21365428,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T00:55:02.282277Z,23.429689866029037,29.979,127039640.83710389,15096099.729554212,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T01:55:02.459268Z,109.93541859461833,28.304,141448554.1955,15350473.69057939,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T02:55:01.598063Z,109.93541859461833,29.239,106145315.21357778,12857922.343873482,,84.118.123.46
17301,AmigoNet s.r.o.,Ústí nad Labem,2020-11-29T03:55:01.667467Z,330.8007435390132,32.557,131650501.96058807,14867784.043283522,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T04:55:01.897341Z,109.93541859461833,30.139,136028080.4855165,14992241.478798876,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T05:55:02.191476Z,109.93541859461833,29.82,86569850.52118057,9988762.042360848,,84.118.123.46
36896,AlphaCron,Apfelstädt,2020-11-29T06:55:02.335154Z,111.62275127683957,30.786,157667809.57570478,15178536.167549679,,84.118.123.46
36896,AlphaCron,Apfelstädt,2020-11-29T07:55:01.692286Z,111.62275127683957,31.117,169742912.3055187,15259665.35972688,,84.118.123.46
21504,KNT Internet,Riethnordhausen,2020-11-29T08:55:02.021520Z,111.69329095190157,29.28,173951703.0392091,15329319.459322054,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T09:55:02.173037Z,23.429689866029037,29.138,169585617.51092178,15324344.413783317,,84.118.123.46
36236,nbiserv,Bethenhausen,2020-11-29T10:55:01.629534Z,197.0889656091687,38.154,62374933.059697606,15349799.693028508,,84.118.123.46
36896,AlphaCron,Apfelstädt,2020-11-29T11:55:02.033543Z,111.62275127683957,30.032,166950184.09773684,15345705.060031652,,84.118.123.46
36896,AlphaCron,Apfelstädt,2020-11-29T12:55:02.247114Z,111.62275127683957,31.52,153276838.12674996,14947838.571351914,,84.118.123.46
36236,nbiserv,Bethenhausen,2020-11-29T13:55:02.473692Z,197.0889656091687,36.775,75462220.31928027,14969469.320568565,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T14:55:01.841318Z,23.429689866029037,33.426,108547345.48803747,14966241.71151849,,84.118.123.46
36236,nbiserv,Bethenhausen,2020-11-29T15:55:02.241159Z,197.0889656091687,39.055,62483312.69533204,14440850.81751738,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T16:55:01.585406Z,23.429689866029037,32.012,199703055.285064,15320234.925994998,,84.118.123.46
6416,ForWiFi s.r.o.,Plzen,2020-11-29T17:55:01.877399Z,329.1261601031578,37.484,128632654.17191549,15178646.949287428,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T18:55:02.364446Z,23.429689866029037,34.752,180775902.24776873,15033415.872456651,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T19:55:01.728801Z,109.93541859461833,32.643,136203862.1119753,15385905.580784943,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-29T20:55:01.892170Z,109.93541859461833,33.438,141177089.32731742,15370707.72729132,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-29T21:55:02.043444Z,23.429689866029037,31.619,169873461.98069093,14921963.378161468,,84.118.123.46
26485,GameAddicted,Lauterbach,2020-11-29T22:55:02.319147Z,78.37528755913952,28.885,165586954.55469242,15039551.326877179,,84.118.123.46
