37676,AlohaNetwork,Salzgitter,2020-11-29T23:55:01.851780Z,109.93541859461833,30.631,152906836.64912543,15350141.93372287,,84.118.123.46
17301,AmigoNet s.r.o.,Ústí nad Labem,2020-11-30T00:55:02.054509Z,330.8007435390132,32.089,132967127.68307556,14902987.238846704,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T01:55:01.508037Z,109.93541859461833,29.913,129637556.79201351,15308502.418306524,,84.118.123.46
26485,GameAddicted,Lauterbach,2020-11-30T02:55:01.596731Z,78.37528755913952,28.714,199718658.4377847,14911020.315614805,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T03:55:01.701742Z,23.429689866029037,28.955,171178598.97768456,15275094.198007112,,84.118.123.46
26485,GameAddicted,Lauterbach,2020-11-30T04:55:01.719873Z,78.37528755913952,28.482,192574457.54373243,15347236.237395681,,84.118.123.46
26485,GameAddicted,Lauterbach,2020-11-30T05:55:01.701188Z,78.37528755913952,28.996,175068674.00721282,15035081.566442441,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T06:55:01.982007Z,109.93541859461833,29.594,156059065.18892908,15426403.327165587,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T07:55:02.149681Z,109.93541859461833,29.042,118437217.60477348,15068207.069189593,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T08:55:02.404058Z,23.429689866029037,30.875,180212506.13991085,15132725.720782463,,84.118.123.46
36236,nbiserv,Bethenhausen,2020-11-30T09:55:01.556048Z,197.0889656091687,35.456,56657841.19146825,15147573.835999765,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T10:55:02.154897Z,23.429689866029037,29.38,195199553.1743511,15124778.846382666,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T11:55:02.344913Z,109.93541859461833,30.589,144542236.5970126,15032075.091067843,,84.118.123.46
3313,suec//dacor GmbH,Coburg,2020-11-30T12:55:01.598884Z,159.9543958830228,33.86,175024156.66195738,15151162.138556976,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T13:55:02.136606Z,109.93541859461833,32.416,89925829.32721363,15251037.482097797,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T14:55:01.553675Z,23.429689866029037,31.188,147705623.15329078,14706139.928976918,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T15:55:01.962590Z,23.429689866029037,33.093,191577151.53224844,15130560.995696476,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T16:55:02.207138Z,109.93541859461833,32.75,48985191.271996476,14928437.843759354,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T17:55:01.632027Z,109.93541859461833,33.036,130465069.58219247,15393939.904247997,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T18:55:01.630982Z,109.93541859461833,31.914,111498154.16036415,15326512.52337374,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T19:55:01.865710Z,109.93541859461833,32.908,136803750.73326808,15391271.434658071,,84.118.123.46
37676,AlohaNetwork,Salzgitter,2020-11-30T20:55:02.063465Z,109.93541859461833,30.36,151295399.88659617,15379177.15830102,,84.118.123.46
36236,nbiserv,Bethenhausen,2020-11-30T21:55:02.327593Z,197.0889656091687,37.529,104340383.09091912,15093438.043577421,,84.118.123.46
35707,Omikrongaming,Scheden,2020-11-30T22:55:02.561624Z,23.429689866029037,33.973,144661203.67066067,15049742.488931263,,84.118.123.46
